codigos;aplicacao/kernel;blocks;threads;Num. of Registers;shared mem. usage(B);Duration(min)(ms);Duration(max)(ms);Duration(Avg)(ms);invocations;inst_per_warp(Avg);branch_efficiency(Avg)%;warp_execution_efficiency(Avg)%;warp_nonpred_execution_efficiency(Avg)%;inst_replay_overhead(Avg);shared_load_transactions_per_request(Avg);shared_store_transactions_per_request(Avg);local_load_transactions_per_request(Avg);local_store_transactions_per_request(Avg);gld_transactions_per_request(Avg);gst_transactions_per_request(Avg);shared_store_transactions(Avg);shared_load_transactions(Avg);local_load_transactions(Avg);local_store_transactions(Avg);gld_transactions(Avg);gst_transactions(Avg);sysmem_read_transactions(Avg);sysmem_write_transactions(Avg);l2_read_transactions(Avg);l2_write_transactions(Avg);global_hit_rate(Avg)%;local_hit_rate(Avg)%;gld_requested_throughput(Avg)B/s;gst_requested_throughput(Avg)B/s;gld_throughput(Avg)B/s;gst_throughput(Avg)B/s;local_memory_overhead(Avg)%;tex_cache_hit_rate(Avg)%;l2_tex_read_hit_rate(Avg)%;l2_tex_write_hit_rate(Avg)%;tex_cache_throughput(Avg)B/s;l2_tex_read_throughput(Avg)B/s;l2_tex_write_throughput(Avg)B/s;l2_read_throughput(Avg)B/s;l2_write_throughput(Avg)B/s;sysmem_read_throughput(Avg)B/s;sysmem_write_throughput(Avg)B/s;local_load_throughput(Avg)B/s;local_store_throughput(Avg)B/s;shared_load_throughput(Avg)B/s;shared_store_throughput(Avg)B/s;gld_efficiency(Avg)%;gst_efficiency(Avg)%;tex_cache_transactions(Avg);flop_count_dp(Avg);flop_count_dp_add(Avg);flop_count_dp_fma(Avg);flop_count_dp_mul(Avg);flop_count_sp(Avg);flop_count_sp_add(Avg);flop_count_sp_fma(Avg);flop_count_sp_mul(Avg);flop_count_sp_special(Avg);inst_executed(Avg);inst_issued(Avg);sysmem_utilization(Avg);stall_inst_fetch(Avg)%;stall_exec_dependency(Avg)%;stall_memory_dependency(Avg)%;stall_texture(Avg)%;stall_sync(Avg)%;stall_other(Avg)%;stall_constant_memory_dependency(Avg)%;stall_pipe_busy(Avg)%;shared_efficiency(Avg)%;inst_fp_32(Avg);inst_fp_64(Avg);inst_integer(Avg);inst_bit_convert(Avg);inst_control(Avg);inst_compute_ld_st(Avg);inst_misc(Avg);inst_inter_thread_communication(Avg);issue_slots(Avg);cf_issued(Avg);cf_executed(Avg);ldst_issued(Avg);ldst_executed(Avg);atomic_transactions(Avg);atomic_transactions_per_request(Avg);l2_atomic_throughput(Avg)B/s;l2_atomic_transactions(Avg);l2_tex_read_transactions(Avg);stall_memory_throttle(Avg)%;stall_not_selected(Avg)%;l2_tex_write_transactions(Avg);flop_count_hp(Avg);flop_count_hp_add(Avg);flop_count_hp_mul(Avg);flop_count_hp_fma(Avg);inst_fp_16(Avg);sysmem_read_utilization(Avg);sysmem_write_utilization(Avg);sm_efficiency(Avg)%;achieved_occupancy(Avg);ipc(Avg);issued_ipc(Avg);issue_slot_utilization(Avg)%;eligible_warps_per_cycle(Avg);tex_utilization(Avg);l2_utilization(Avg);shared_utilization(Avg);ldst_fu_utilization(Avg);cf_fu_utilization(Avg);special_fu_utilization(Avg);tex_fu_utilization(Avg);single_precision_fu_utilization(Avg);double_precision_fu_utilization(Avg);flop_hp_efficiency(Avg)%;flop_sp_efficiency(Avg)%;flop_dp_efficiency(Avg)%;dram_read_transactions(Avg);dram_write_transactions(Avg);dram_read_throughput(Avg)B/s;dram_write_throughput(Avg)B/s;dram_utilization(Avg);half_precision_fu_utilization(Avg);ecc_transactions(Avg);ecc_throughput(Avg)B/s;time_percentage
P_G3;sad  larger_sad_calc_8unsigned short*, int, int;8040.0;128.0;32.0;0.0;5.0371;5.0371;5.0371;1.0;472.0; 100.00;93.64;92.57;0.001249;0.0;0.0;0.0;0.0;8.555556;4.777778;0.0;0.0;0.0;0.0;19810560.0;13828800.0;0.0;5.0;11133548.0;13828813.0;44.16; 0.00;51814000000.0;64768000000.0;65410000000.0;81762000000.0; 0.00;44.16; 3.92;13.13;52480000000.0;65410000000.0;81762000000.0;65827000000.0;81762000000.0;0.0;30997.0;0.0;0.0;0.0;0.0;79.22;79.22;8876160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15179520.0;15198263.0;  1; 0.31;16.96;53.12;18.95; 0.00;10.48; 0.01; 0.01; 0.00;0.0;0.0;238273440.0;0.0;10355520.0;157744800.0;43287360.0;0.0;12780273.0;578880.0;578880.0;20100000.0;5338560.0;0.0;0.0;0.0;0.0;11063040.0; 0.14; 0.00;13828800.0;0.0;0.0;0.0;0.0;0.0; 0;  1;99.69;0.965088;0.058045;0.058081; 1.22;0.051774;  1;  1; 0;  1;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;10701965.0;18691130.0;63275000000.0;110510000000.0;  4; 0;0.0;0.0;44.878098
P_H1;sgemm  mysgemmNTfloat const *, int, float const *, int, float*, int, int, float, float;528.0;128.0;42.0;512.0;0.43218;0.43218;0.43218;1.0;28067.0; 100.00; 100.00;99.99;3.9e-05;2.0;1.0;0.0;0.0;8.0;4.0;261888.0;16760832.0;0.0;0.0;19126272.0;135168.0;0.0;5.0;9569500.0;135181.0;50.00; 0.00;662040000000.0;9357400000.0;662040000000.0;9357400000.0; 0.00;50.00;94.56; 100.00;662040000000.0;662040000000.0;9357400000.0;662480000000.0;9358300000.0;0.0;362950.0;0.0;0.0;4641300000000.0;72520000000.0; 100.00; 100.00;9563136.0;0.0;0.0;0.0;0.0;2148630528.0;0.0;1073774592.0;1081344.0;0.0;59277504.0;59279521.0;  1; 2.68;58.16;15.67; 0.00;11.95; 6.33; 0.04; 0.83; 198.46;1074855936.0;0.0;363804672.0;0.0;8380416.0;354140160.0;95563776.0;0.0;51120852.0;266112.0;266112.0;18881280.0;11607552.0;0.0;0.0;0.0;0.0;9563136.0; 0.01; 4.33;135168.0;0.0;0.0;0.0;0.0;0.0; 0;  1;94.54;0.58996;2.823084;2.816936;60.73;3.940921;  3;  3; 8;  3;  1; 0;  3;  6; 0; 0.00;37.70; 0.00;525091.0;129995.0;36351000000.0;8999300000.0;  2; 0;0.0;0.0;100.0
P_I1;spmv  spmv_jdsfloat*, float const *, int const *, int const *, float const *, int const *, int;765.0;192.0;30.0;0.0;0.093411006;0.09546;0.09463048;50.0;519.713072; 100.00;99.99;98.63;0.00259;0.0;0.0;0.0;0.0;10.819149;5.168375;0.0;0.0;0.0;0.0;3739271.0;23697.0;0.0;5.0;2146512.0;23711.0;42.73; 0.00;346680000000.0;5602200000.0;654270000000.0;7240100000.0; 0.00;42.73;54.99;48.68;422350000000.0;654270000000.0;7240100000.0;655820000000.0;7244500000.0;0.0;1564300.0;0.0;0.0;0.0;0.0;52.99;77.38;1382380.0;0.0;0.0;0.0;0.0;7274770.0;0.0;3637385.0;0.0;0.0;2385483.0;2391741.0;  1; 0.95;19.53;61.35; 2.23; 0.00;14.52; 0.36; 0.18; 0.00;3637385.0;0.0;43682078.0;0.0;2647212.0;14679588.0;10639871.0;0.0;1936868.0;223892.0;223892.0;1518468.0;467952.0;0.0;0.0;0.0;0.0;2141453.0; 0.64; 0.23;23697.0;0.0;0.0;0.0;0.0;0.0; 0;  1;95.43;0.851414;0.55942;0.560936;11.36;0.577635;  2;  3; 0;  1;  1; 0;  2;  1; 0; 0.00; 0.64; 0.00;966554.0;54893.0;295310000000.0;16771999999.999998; 7; 0;0.0;0.0;100.0
P_J1;stencil  block2D_hybrid_coarsen_xfloat, float, float*, float*, int, int, int;64.0;128.0;32.0;0.0;0.072834;0.074882;0.07399659;32.0;13599.0; 100.00;99.02;77.51;0.000237;0.918206;1.0;0.0;0.0;6.284908;4.0;32768.0;172608.0;0.0;0.0;400776.0;124992.0;0.0;5.0;209944.0;125005.0;48.05; 0.00;67702000000.0;43034000000.0;72820000000.0;43717000000.0; 0.00;48.80;37.05; 0.00;72820000000.0;72820000000.0;43717000000.0;73430000000.0;43722000000.0;0.0;1790800.0;0.0;0.0;241490000000.0;45844000000.0;92.97;98.44;208200.0;0.0;0.0;0.0;0.0;7874496.0;4921560.0;984312.0;984312.0;0.0;3481220.0;3482053.0;  1; 7.39;37.54;39.94; 0.00;10.20; 1.92; 0.49; 0.97;98.69;6890184.0;0.0;55288720.0;0.0;6041064.0;9018832.0;9107558.0;0.0;3165798.0;269888.0;269888.0;603096.0;364920.0;0.0;0.0;0.0;0.0;208200.0; 0.00; 1.54;124992.0;0.0;0.0;0.0;0.0;0.0; 0;  1;92.23;0.142899;1.060268;1.060143;24.10;1.090341;  1;  1;  1;  1;  1; 0;  1;  3; 0; 0.00; 0.87; 0.00;132185.0;143837.0;46233000000.0;50308000000.0;  3; 0;0.0;0.0;100.0
P_K1;tpacf  gen_histsunsigned long*, float*, float*, float*, int, int;1.0;256.0;32.0;13000.0;0.004;0.004;0.004;1.0;455.75; 100.00;99.86;77.61;0.005485;0.606061;0.666667;0.0;0.0;0.0;5.0;240.0;340.0;0.0;0.0;0.0;5.0;0.0;5.0;128.0;18.0; 0.00; 0.00;0.0;36539000.0;0.0;36539000.0; 0.00; 0.00; 0.00; 100.00;0.0;0.0;36539000.0;935400000.0;131539999.99999999;0.0;36539000.0;0.0;0.0;9705700000.0;6851100000.0; 0.00; 100.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3646.0;3666.0;  1; 7.57;55.18; 0.00; 0.00;19.84; 8.77; 7.54; 0.37;54.96;0.0;0.0;41592.0;0.0;2304.0;10220.0;36432.0;0.0;3513.0;81.0;81.0;1230.0;1226.0;0.0;0.0;0.0;0.0;0.0; 0.03; 0.69;5.0;0.0;0.0;0.0;0.0;0.0; 0;  1; 1.89;0.123065;0.691316;0.695108;16.65;0.716398; 0;  1;  1;  2;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;0.0;0.0;0.0;0.0; 0; 0;0.0;0.0;100.0
R_A1;b+tree  findRangeK;6000.0;256.0;32.0;0.0;0.29425;0.29425;0.29425;1.0;236.624271; 100.00;96.58;93.79;0.000312;0.0;0.0;0.0;0.0;5.639727;0.588235;0.0;0.0;0.0;0.0;5515416.0;60000.0;0.0;5.0;2247491.0;60013.0;59.28; 0.00;146520000000.0;1397400000.0;232470000000.0;6210700000.0; 0.00;58.64;85.88;98.12;502960000000.0;232470000000.0;6210700000.0;232640000000.0;6212000000.0;0.0;542690.0;0.0;0.0;0.0;0.0;63.03;22.50;4859036.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11357965.0;11361122.0;  1; 2.41; 4.28;53.92; 0.00;36.99; 1.46; 0.08; 0.18; 0.00;0.0;0.0;209028438.0;0.0;27642000.0;28928286.0;75278168.0;0.0;9957117.0;1097958.0;1097958.0;4079036.0;1415958.0;0.0;0.0;0.0;0.0;2245879.0; 0.00; 0.68;60000.0;0.0;0.0;0.0;0.0;0.0; 0;  1;98.63;0.945335;0.937553;0.956419;20.96;1.231064;  3;  2; 0;  1;  1; 0;  2;  2; 0; 0.00; 0.00; 0.00;324776.0;45128.0;33618000000.000004;4671300000.0;  1; 0;0.0;0.0;52.49496
R_A2;b+tree  findK;10000.0;256.0;25.0;0.0;0.26628;0.26628;0.26628;1.0;146.513075; 100.00;91.78;89.47;0.000343;0.0;0.0;0.0;0.0;5.497523;1.0;0.0;0.0;0.0;0.0;4615682.0;50000.0;0.0;5.0;1901838.0;50013.0;58.97; 0.00;132919999999.99998;1263100000.0;212650000000.0;5613900000.0; 0.00;58.33;84.89;99.37;459550000000.0;212650000000.0;5613900000.0;213540000000.0;5615400000.0;0.0;588660.0;0.0;0.0;0.0;0.0;62.51;22.50;4092913.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11721046.0;11725064.0;  1; 2.87; 5.63;44.88; 0.00;43.62; 1.81; 0.14; 0.21; 0.00;0.0;0.0;195896847.0;0.0;30720000.0;24120991.0;84832973.0;0.0;10265050.0;1289593.0;1289593.0;3622913.0;1369593.0;0.0;0.0;0.0;0.0;1893962.0; 0.04; 0.79;50000.0;0.0;0.0;0.0;0.0;0.0; 0;  1;98.75;0.87979;1.076541;1.080311;23.64;1.379841;  2;  2; 0;  1;  1; 0;  2;  3; 0; 0.00; 0.00; 0.00;287659.0;44474.0;32298000000.0;4993500000.0;  1; 0;0.0;0.0;47.50504
R_B1;backprop_65536  bpnn_layerforward_CUDAfloat*, float*, float*, float*, int, int;4096.0;256.0;17.0;1062.5;0.053154998;0.053154998;0.053154998;1.0;174.0; 100.00;92.06;82.83;0.000936;1.0;1.0;0.0;0.0;5.75;3.0;159744.0;253952.0;0.0;0.0;376832.0;196608.0;0.0;5.0;205584.0;196621.0;45.65; 0.00;91723000000.0;91723000000.0;134889999999.99998;129490000000.00002; 0.00;46.74;30.23;98.96;129490000000.00002;134889999999.99998;129490000000.00002;135400000000.0;129500000000.0;0.0;3372200.0;0.0;0.0;669040000000.0;420850000000.0;68.00;70.83;196608.0;0.0;0.0;0.0;0.0;2031616.0;983040.0;0.0;1048576.0;4194304.0;5701632.0;5706967.0;  1; 5.71;24.11;16.06; 0.00;21.37;27.08; 0.47; 1.46;62.87;6225920.0;0.0;87097344.0;9437184.0;8323072.0;10551296.0;29491200.0;0.0;5186775.0;323584.0;323584.0;1167360.0;905216.0;0.0;0.0;0.0;0.0;204800.0; 0.08; 3.66;196608.0;0.0;0.0;0.0;0.0;0.0; 0;  1;93.97;0.928976;2.900465;2.903179;65.96;4.704979;  1;  2;  2;  2;  1;  3;  2;  5; 0; 0.00; 0.38; 0.00;143141.0;146743.0;94277000000.0;96649000000.0;  5; 0;0.0;0.0;24.813856
R_B2;backprop_65536  bpnn_adjust_weights_cudafloat*, int, float*, int, float*, float*;4096.0;256.0;20.0;0.0;0.16105999;0.16105999;0.16105999;1.0;62.000824; 100.00; 100.00; 100.00;0.002332;0.0;0.0;0.0;0.0;8.071362;4.999939;0.0;0.0;0.0;0.0;1851417.0;327686.0;0.0;5.0;770207.0;327699.0;58.41; 0.00;111580000000.0;54101000000.0;158920000000.0;67626999999.99999; 0.00;55.63;63.04; 100.00;189350000000.0;158920000000.0;67626999999.99999;158950000000.0;67629999999.99999;0.0;1056600.0;0.0;0.0;0.0;0.0;70.21;80.00;917514.0;9437296.0;1048592.0;2097184.0;4194336.0;0.0;0.0;0.0;0.0;0.0;2031643.0;2036380.0;  1; 0.49;10.02;76.54; 0.45; 7.27; 4.48; 0.16; 0.03; 0.00;0.0;7340112.0;19923056.0;9437296.0;1048576.0;9437296.0;17825792.0;0.0;1936251.0;32769.0;32769.0;1310734.0;425991.0;0.0;0.0;0.0;0.0;770063.0; 0.45; 0.11;327686.0;0.0;0.0;0.0;0.0;0.0; 0;  1;97.58;0.960798;0.312741;0.31347; 7.45;0.361233;  1;  1; 0;  1;  1; 0;  1;  1; 7; 0.00; 0.00;17.68;287320.0;277945.0;59296000000.0;57362000000.0;  3; 0;0.0;0.0;75.18614
R_C1;bfs_1MW_6  KernelNode*, int*, bool*, bool*, bool*, int*, int;1954.0;512.0;19.0;0.0;0.015265;1.3617;0.23133992;12.0;100.59423;96.81;62.02;57.56;0.003738;0.0;0.0;0.0;0.0;3.383701;1.317642;0.0;0.0;0.0;0.0;1519403.0;280617.0;0.0;5.0;1358979.0;280630.0;45.03; 0.00;24624000000.0;3585400000.0;174850000000.0;36265000000.0; 0.00;44.32;34.77;50.50;126650000000.0;174850000000.0;36265000000.0;175620000000.0;36267000000.0;0.0;677550.0;0.0;0.0;0.0;0.0;54.32; 7.91;979977.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3144978.0;3148838.0;  1; 3.57;11.76;77.91; 0.00; 0.00; 4.08; 2.01; 0.10; 0.00;0.0;0.0;12460450.0;0.0;2095323.0;3054454.0;10657347.0;0.0;2895663.0;377522.0;377522.0;1306619.0;590679.0;0.0;0.0;0.0;0.0;1352989.0; 0.02; 0.55;280617.0;0.0;0.0;0.0;0.0;0.0; 0;  1;83.73;0.636684;0.715432;0.718762;17.44;0.901179;  1;  1; 0;  1;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;590469.0;316766.0;76308000000.0;40937000000.0;  2; 0;0.0;0.0;90.415306
R_C2;bfs_1MW_6  Kernel2bool*, bool*, bool*, bool*, int;1954.0;512.0;12.0;0.0;0.011744;0.051554002;0.024523748;12.0;22.377367; 100.00;86.01;80.94;0.005377;0.0;0.0;0.0;0.0;4.0;0.916667;0.0;0.0;0.0;0.0;125000.0;42061.0;0.0;5.0;32006.0;42074.0;75.00; 0.00;37137000000.0;9674800000.0;37137000000.0;49985000000.0; 0.00;70.20; 0.00;59.26;148550000000.0;37137000000.0;49985000000.0;38036000000.0;50000000000.0;0.0;6084500.0;0.0;0.0;0.0;0.0; 100.00; 8.57;125000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;699606.0;703122.0;  1; 3.54;14.00;69.16; 0.09; 0.00; 4.97; 2.56; 0.08; 0.00;0.0;0.0;6334229.0;0.0;1000448.0;1333333.0;8585572.0;0.0;682091.0;73029.0;73029.0;310167.0;135839.0;0.0;0.0;0.0;0.0;31250.0; 4.87; 0.73;42061.0;0.0;0.0;0.0;0.0;0.0; 0;  1;83.91;0.758054;0.935028;0.939069;23.12;1.260159;  1;  1; 0;  1;  1; 0;  2;  1; 0; 0.00; 0.00; 0.00;31910.0;51541.0;37923000000.0;61251000000.0;  2; 0;0.0;0.0;9.584693
R_E1;gaussian_208  Fan2float*, float*, float*, int, int, int;2704.0;16.0;13.0;0.0;0.00512;0.006784;0.00529585;207.0;27.494705; 100.00;49.28;47.96;0.014387;0.0;0.0;0.0;0.0;6.230873;8.84233;0.0;0.0;0.0;0.0;18793.0;9038.0;0.0;5.0;10394.0;9051.0;45.61; 0.00;16160000000.0;10697000000.0;58956000000.0;52996000000.0; 0.00;31.32;98.56; 100.00;32905000000.0;58956000000.0;52996000000.0;60946000000.0;53073000000.0;89104.0;30020000.0;0.0;0.0;0.0;0.0;27.33;20.84;5611.0;0.0;0.0;0.0;0.0;29189.0;0.0;14594.0;0.0;0.0;74345.0;75252.0;  1;14.64;38.91;29.65; 0.00; 0.00; 6.67; 9.08; 0.38; 0.00;14594.0;0.0;687370.0;0.0;43264.0;58378.0;332037.0;0.0;71322.0;5027.0;5027.0;15633.0;11957.0;0.0;0.0;0.0;0.0;10054.0; 0.40; 0.27;9038.0;0.0;0.0;0.0;0.0;0.0; 0;  1;56.31;0.090635;0.407688;0.413026; 9.78;0.406248;  1;  1; 0;  1;  1; 0;  1;  1; 0; 0.00; 0.04; 0.00;231.0;109.0;1354600000.0;658740000.0; 0; 0;0.0;0.0;79.241264
R_E2;gaussian_208  Fan1float*, float*, int, int;1.0;512.0;14.0;0.0;0.001312;0.003136;0.0013873472;207.0;21.67663;99.96;93.65;91.93;0.204855;0.0;0.0;0.0;0.0;14.692063;25.881021;0.0;0.0;0.0;0.0;117.0;104.0;0.0;5.0;191.0;117.0; 8.40; 0.00;212100000.0;204710000.0;1657000000.0;1599300000.0; 0.00; 4.48;94.33;95.65;431170000.0;1657000000.0;1599300000.0;2944700000.0;1800400000.0;0.0;78733000.0;0.0;0.0;0.0;0.0;12.50;12.50;27.0;0.0;0.0;0.0;0.0;1559.0;103.0;727.0;0.0;103.0;346.0;414.0;  1;20.41;12.67; 8.59; 0.00; 0.00; 4.60;52.89; 0.07; 0.00;1039.0;0.0;5360.0;0.0;720.0;312.0;2768.0;0.0;371.0;31.0;31.0;73.0;43.0;0.0;0.0;0.0;0.0;107.0; 0.62; 0.16;104.0;0.0;0.0;0.0;0.0;0.0; 0;  1; 0.88;0.151312;0.2496;0.294765; 6.60;0.278563;  1;  1; 0;  1;  1;  1;  1;  1; 0; 0.00; 0.00; 0.00;48.0;4.0;764140000.0;70138000.0; 0; 0;0.0;0.0;20.758736
R_F1;heartwall_20  kernelvoid;51.0;256.0;36.0;11594.0;0.006816;7.5338;6.7031555;20.0;961040.0;80.84;82.25;77.03;0.000413;0.985033;0.95;0.0;0.0;6.81638;7.187394;4893.0;36108481.0;0.0;1819.0;263680064.0;6417568.0;26.0;5.0;128775910.0;6417581.0;51.59; 0.00;300710000000.0;14999000000.0;564020000000.0;28139000000.0; 0.00;50.72;96.87;72.26;587860000000.0;564020000000.0;28139000000.0;564650000000.0;28139000000.0;122760.0;22987.0;0.0;8170400.000000001;633300000000.0;87886000.0;53.48;54.37;134069139.0;13917.0;652.0;6632.0;0.0;1792157197.0;94855112.0;845931279.0;5439524.0;34535501.0;392104188.0;392118586.0;  1; 9.63;23.28;58.79; 0.01; 3.32; 2.78; 0.16; 0.66;67.99;984925165.0;7285.0;5348593569.0;203844358.0;516212842.0;1792807742.0;733467482.0;0.0;347965259.0;29844650.0;29844650.0;172392989.0;74180509.0;0.0;0.0;0.0;0.0;128633457.0; 0.00; 1.37;6417568.0;0.0;0.0;0.0;0.0;0.0; 0;  1;96.60;0.228187;1.16282;1.161349;25.84;1.224266;  1;  2;  1;  1;  1;  1;  2;  3; 0; 0.00; 1.94; 0.00;3885514.0;3424004.0;17036999999.999998;15013000000.0;  1; 0;0.0;0.0;100.0
R_G1;hotspot3d_512x8  hotspotOpt1float*, float*, float*, float, int, int, int, float, float, float, float, float, float, float;1024.0;256.0;35.0;0.0;0.2202;0.22298;0.221259;100.0;1545.5;99.56;99.97;99.58;0.000103;0.0;0.0;0.0;0.0;8.645833;4.0;0.0;0.0;0.0;0.0;3399680.0;262144.0;0.0;5.0;1700048.0;262157.0;50.12; 0.00;215970000000.0;36018000000.0;232990000000.0;36018000000.0; 0.00;50.10;68.95; 0.00;216110000000.0;232990000000.0;36018000000.0;233590000000.0;36020000000.0;0.0;720360.0;0.0;0.0;0.0;0.0;92.69; 100.00;1572864.0;0.0;0.0;0.0;0.0;35651584.0;16777216.0;0.0;18874368.0;0.0;12660768.0;12662060.0;  1; 0.49;45.50;38.86; 0.00; 0.00;15.02; 0.05; 0.04; 0.00;35651584.0;0.0;123467776.0;14680064.0;6815744.0;18350080.0;204473856.0;0.0;12662060.0;378912.0;378912.0;1982464.0;606208.0;0.0;0.0;0.0;0.0;1695744.0; 0.00; 0.05;262144.0;0.0;0.0;0.0;0.0;0.0; 0;  1;95.50;0.690472;1.332982;1.333004;33.33;1.352907;  1;  2; 0;  1;  1;  1;  1;  3; 0; 0.00; 1.40; 0.00;529261.0;271321.0;72720000000.0;37279000000.0;  3; 0;0.0;0.0;100.0
R_H1;hotspot_1024  calculate_tempint, float*, float*, float*, int, int, int, int, float, float, float, float, float, float;7396.0;256.0;38.0;3000.0;0.34466;0.34466;0.34466;1.0;264.276163; 100.00;90.35;87.25;0.000571;0.999283;0.998152;0.0;0.0;9.906977;4.953488;278640.0;718788.0;0.0;0.0;1162128.0;218112.0;0.0;5.0;701228.0;218125.0;40.14; 0.00;41000000000.0;11554000000.0;61320000000.0;19226000000.0; 0.00;39.58;62.32;75.72;41361000000.0;61320000000.0;19226000000.0;61813000000.0;19228000000.0;0.0;462150.0;0.0;0.0;253440000000.0;98248000000.0;66.86;60.09;469216.0;24742120.0;9896848.0;7422636.0;0.0;66698128.0;14996140.0;24613888.0;2474212.0;7573504.0;15636692.0;15645621.0;  1; 2.04;52.12; 4.18; 0.00;24.95;15.42; 0.18; 0.28;78.14;51551120.0;17319484.0;208536144.0;20525400.0;26507264.0;29709892.0;82414764.0;0.0;14183327.0;1329560.0;1329560.0;2117148.0;1633140.0;0.0;0.0;0.0;0.0;695640.0; 0.31; 0.53;218112.0;0.0;0.0;0.0;0.0;0.0; 0;  1;98.94;0.724001;1.126446;1.1293;25.59;1.261664;  1;  1;  1;  1;  1;  1;  1;  2; 9; 0.00; 1.86;22.09;265222.0;140416.0;23379000000.0;12378000000.0;  1; 0;0.0;0.0;100.0
R_I1;huffman  vlc_encode_kernel_sm64huffunsigned int*, unsigned int const *, unsigned int const *, unsigned int*, unsigned int*, unsigned int*, unsigned int*, unsigned int*;1024.0;256.0;45.0;16.0;0.43247;0.44306;0.43688002;10.0;1578.1;99.08;89.01;87.56;0.000187;2.542841;3.153237;0.0;8.0;8.0;2.566406;226024.0;398392.0;0.0;196608.0;196608.0;10512.0;0.0;5.0;110838.0;207134.0;50.00; 0.00;6689700000.0;647890000.0;6689700000.0;732520000.0;64.37;49.89;67.35;85.63;6689700000.0;6689700000.0;14095000000.0;7542700000.0;14096000000.0;0.0;356780.0;0.0;13379000000.0;108440000000.0;61524000000.0; 100.00;88.45;98304.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;525312.0;12928000.0;12930430.0;  1; 0.66;41.81; 1.15; 0.00;47.67; 8.56; 0.08; 0.02;30.52;525312.0;0.0;108778100.0;11287224.0;26079196.0;10169320.0;205407752.0;0.0;12930430.0;1165312.0;1165312.0;822268.0;569344.0;0.0;0.0;0.0;0.0;98304.0; 0.00; 0.04;207120.0;0.0;0.0;0.0;0.0;0.0; 0;  1;94.75;0.599023;0.746699;0.746185;18.65;0.765891;  1;  1;  1;  1;  1;  1;  1;  2; 0; 0.00; 0.00; 0.00;42651.0;49423.0;2902500000.0;3363300000.0;  1; 0;0.0;0.0;90.921684
R_J4;hybridsort  bucketsortfloat*, int*, float*, int, unsigned int*, unsigned int*;123.0;32.0;13.0;4000.0;0.073955;0.075331;0.07463525;4.0;3774.8; 100.00; 100.00;99.89;0.000947;3.443136;1.0;0.0;0.0;8.0;31.900736;3936.0;107598.0;0.0;0.0;312976.0;498449.0;0.0;5.0;172957.0;498462.0;50.00; 0.00;45246000000.0;18071000000.0;45246000000.0;144120000000.0; 0.00;19.29; 9.99;73.70;45246000000.0;45246000000.0;144120000000.0;50008000000.0;144120000000.0;0.0;1480400.0;0.0;0.0;124440000000.0;4552100000.0; 100.00;12.54;156488.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;464302.0;464763.0;  1; 1.79; 9.13;87.91; 0.00; 0.01; 0.56; 0.34; 0.23;31.55;0.0;0.0;10542912.0;0.0;629888.0;2877856.0;791264.0;0.0;445058.0;20176.0;20176.0;254543.0;90302.0;0.0;0.0;0.0;0.0;156488.0; 0.00; 0.02;498449.0;0.0;0.0;0.0;0.0;0.0; 0;  1;94.11;0.06786;0.103867;0.104092; 2.49;0.100172;  1;  1;  1;  1;  1; 0;  1;  1; 0; 0.00; 0.00; 0.00;141425.0;576169.0;40891000000.0;166590000000.0;  5; 0;0.0;0.0;11.726861
R_J5;hybridsort  mergeSortPassfloat4*, int, int;330.0;208.0;30.0;0.0;0.010497;0.084772006;0.04576622;32.0;4688.7;95.97;54.74;50.36;0.002028;0.0;0.0;0.0;0.0;0.0;17.950127;0.0;0.0;1224.0;1224.0;0.0;125372.0;0.0;5.0;121472.0;126609.0; 0.00; 0.00;0.0;38182000000.0;0.0;76364000000.0; 1.19;27.65;32.18;72.03;94076000000.0;73430000000.0;77110000000.0;73989000000.0;77118000000.0;0.0;3118600.0;763900000.0;763900000.0;0.0;0.0; 0.00;50.00;154451.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17730.0;587258.0;588214.0;  1; 5.24;13.41;64.02; 0.16; 0.00; 8.56; 1.34; 4.06; 0.00;2727044.0;0.0;2348435.0;88650.0;416475.0;376310.0;3401440.0;0.0;555324.0;40130.0;40130.0;163123.0;21487.0;0.0;0.0;0.0;0.0;120554.0; 1.84; 1.37;126596.0;0.0;0.0;0.0;0.0;0.0; 0;  1;63.81;0.268887;0.529989;0.528573;12.49;0.743352;  1;  1; 0;  1;  1;  1;  1;  1; 0; 0.00; 0.00; 0.00;81948.0;91345.0;49915000000.0;55638000000.0;  3; 0;0.0;0.0;57.52714
