codigos;aplicacao/kernel;blocks;threads;Num. of Registers;shared mem. usage(B);Duration(min)(ms);Duration(max)(ms);Duration(Avg)(ms);invocations;inst_per_warp(Avg);branch_efficiency(Avg)%;warp_execution_efficiency(Avg)%;warp_nonpred_execution_efficiency(Avg)%;inst_replay_overhead(Avg);shared_load_transactions_per_request(Avg);shared_store_transactions_per_request(Avg);local_load_transactions_per_request(Avg);local_store_transactions_per_request(Avg);gld_transactions_per_request(Avg);gst_transactions_per_request(Avg);shared_store_transactions(Avg);shared_load_transactions(Avg);local_load_transactions(Avg);local_store_transactions(Avg);gld_transactions(Avg);gst_transactions(Avg);sysmem_read_transactions(Avg);sysmem_write_transactions(Avg);l2_read_transactions(Avg);l2_write_transactions(Avg);global_hit_rate(Avg)%;local_hit_rate(Avg)%;gld_requested_throughput(Avg)B/s;gst_requested_throughput(Avg)B/s;gld_throughput(Avg)B/s;gst_throughput(Avg)B/s;local_memory_overhead(Avg)%;tex_cache_hit_rate(Avg)%;l2_tex_read_hit_rate(Avg)%;l2_tex_write_hit_rate(Avg)%;tex_cache_throughput(Avg)B/s;l2_tex_read_throughput(Avg)B/s;l2_tex_write_throughput(Avg)B/s;l2_read_throughput(Avg)B/s;l2_write_throughput(Avg)B/s;sysmem_read_throughput(Avg)B/s;sysmem_write_throughput(Avg)B/s;local_load_throughput(Avg)B/s;local_store_throughput(Avg)B/s;shared_load_throughput(Avg)B/s;shared_store_throughput(Avg)B/s;gld_efficiency(Avg)%;gst_efficiency(Avg)%;tex_cache_transactions(Avg);flop_count_dp(Avg);flop_count_dp_add(Avg);flop_count_dp_fma(Avg);flop_count_dp_mul(Avg);flop_count_sp(Avg);flop_count_sp_add(Avg);flop_count_sp_fma(Avg);flop_count_sp_mul(Avg);flop_count_sp_special(Avg);inst_executed(Avg);inst_issued(Avg);sysmem_utilization(Avg);stall_inst_fetch(Avg)%;stall_exec_dependency(Avg)%;stall_memory_dependency(Avg)%;stall_texture(Avg)%;stall_sync(Avg)%;stall_other(Avg)%;stall_constant_memory_dependency(Avg)%;stall_pipe_busy(Avg)%;shared_efficiency(Avg)%;inst_fp_32(Avg);inst_fp_64(Avg);inst_integer(Avg);inst_bit_convert(Avg);inst_control(Avg);inst_compute_ld_st(Avg);inst_misc(Avg);inst_inter_thread_communication(Avg);issue_slots(Avg);cf_issued(Avg);cf_executed(Avg);ldst_issued(Avg);ldst_executed(Avg);atomic_transactions(Avg);atomic_transactions_per_request(Avg);l2_atomic_throughput(Avg)B/s;l2_atomic_transactions(Avg);l2_tex_read_transactions(Avg);stall_memory_throttle(Avg)%;stall_not_selected(Avg)%;l2_tex_write_transactions(Avg);flop_count_hp(Avg);flop_count_hp_add(Avg);flop_count_hp_mul(Avg);flop_count_hp_fma(Avg);inst_fp_16(Avg);sysmem_read_utilization(Avg);sysmem_write_utilization(Avg);sm_efficiency(Avg)%;achieved_occupancy(Avg);ipc(Avg);issued_ipc(Avg);issue_slot_utilization(Avg)%;eligible_warps_per_cycle(Avg);tex_utilization(Avg);l2_utilization(Avg);shared_utilization(Avg);ldst_fu_utilization(Avg);cf_fu_utilization(Avg);special_fu_utilization(Avg);tex_fu_utilization(Avg);single_precision_fu_utilization(Avg);double_precision_fu_utilization(Avg);flop_hp_efficiency(Avg)%;flop_sp_efficiency(Avg)%;flop_dp_efficiency(Avg)%;dram_read_transactions(Avg);dram_write_transactions(Avg);dram_read_throughput(Avg)B/s;dram_write_throughput(Avg)B/s;dram_utilization(Avg);half_precision_fu_utilization(Avg);ecc_transactions(Avg);ecc_throughput(Avg)B/s;time_percentage
S_P31;level2_s3d  void rdwdot2_kernel<double>double const *, double const *, double*, double, double const *;32.0;128.0;32.0;0.0;0.006176;0.00656;0.0063648997;10.0;374.0; 100.00; 100.00; 100.00;0.008067;0.0;0.0;0.0;0.0;7.84;8.0;0.0;0.0;0.0;0.0;50176.0;3072.0;0.0;5.0;49700.0;3085.0; 1.82; 0.00;156910000000.0;9794000000.0;159970000000.0;9794000000.0; 0.00; 1.71; 0.22;99.48;163230000000.0;157060000000.0;9794000000.0;158450000000.0;9835500000.0;0.0;16323000.0;0.0;0.0;0.0;0.0;98.09; 100.00;51200.0;237568.0;221184.0;0.0;16384.0;0.0;0.0;0.0;0.0;0.0;47872.0;48258.0;  1;12.38;24.76;42.98; 0.00; 0.00;12.66; 6.62; 0.16; 0.00;0.0;237568.0;880640.0;0.0;4096.0;217088.0;192512.0;0.0;41858.0;128.0;128.0;28928.0;7040.0;0.0;0.0;0.0;0.0;49264.0; 0.37; 0.06;3072.0;0.0;0.0;0.0;0.0;0.0; 0;  1;67.19;0.070868;0.161267;0.162252; 3.52;0.143636;  1;  1; 0;  1;  1; 0;  1;  1;  2; 0.00; 0.00; 6.98;49417.0;17989.0;157550000000.0;57352000000.0;  5; 0;0.0;0.0;0.3120096
S_P32;level2_s3d  void rdwdot3_kernel<double>double const *, double const *, double*, double, double const *;32.0;128.0;32.0;0.0;0.026081;0.027745001;0.026887398;10.0;1461.0; 100.00; 100.00; 100.00;0.001416;0.0;0.0;0.0;0.0;7.868545;8.0;0.0;0.0;0.0;0.0;214528.0;7168.0;0.0;5.0;215151.0;7181.0; 1.56; 0.00;208690000000.0;7083900000.0;212010000000.0;7083900000.0; 0.00; 1.51; 0.11; 5.83;215550000000.0;208700000000.0;7083900000.0;212630000000.0;7096800000.0;0.0;5059900.0;0.0;0.0;0.0;0.0;98.43; 100.00;218112.0;921600.0;864256.0;0.0;57344.0;0.0;0.0;0.0;0.0;0.0;187008.0;187272.0;  1;14.46;20.40;57.50; 0.00; 0.00; 5.88; 1.51; 0.13; 0.00;0.0;921600.0;3543040.0;0.0;4096.0;901120.0;614400.0;0.0;168584.0;128.0;128.0;116480.0;28416.0;0.0;0.0;0.0;0.0;211175.0; 0.07; 0.03;7168.0;0.0;0.0;0.0;0.0;0.0; 0;  1;87.22;0.070896;0.165302;0.165257; 3.72;0.150953;  1;  1; 0;  1;  1; 0;  1;  1;  3; 0.00; 0.00; 8.94;211771.0;41387.0;209290000000.0;40902000000.0;  6; 0;0.0;0.0;1.3180296
S_P33;level2_s3d  void rdwdot6_kernel<double>double const *, double const *, double*, double, double const *;32.0;128.0;32.0;0.0;0.010784;0.011423999;0.0110594;10.0;598.0; 100.00; 100.00; 100.00;0.005069;0.0;0.0;0.0;0.0;7.906977;8.0;0.0;0.0;0.0;0.0;87040.0;2048.0;0.0;5.0;87179.0;2061.0; 1.11; 0.00;178040000000.0;4235800000.0;180020000000.0;4235800000.0; 0.00; 1.09; 0.06;49.18;182140000000.0;178020000000.0;4235800000.0;180310000000.0;4262699999.9999995;0.0;10589000.0;0.0;0.0;0.0;0.0;98.90; 100.00;88064.0;389120.0;372736.0;0.0;16384.0;0.0;0.0;0.0;0.0;0.0;76544.0;76932.0;  1;14.42;18.95;52.57; 0.00; 0.00;10.57; 3.17; 0.14; 0.00;0.0;389120.0;1441792.0;0.0;4096.0;360448.0;253952.0;0.0;68100.0;128.0;128.0;46336.0;11520.0;0.0;0.0;0.0;0.0;86072.0; 0.15; 0.04;2048.0;0.0;0.0;0.0;0.0;0.0; 0;  1;75.72;0.070484;0.153521;0.156011; 3.45;0.140664;  1;  1; 0;  1;  1; 0;  1;  1;  2; 0.00; 0.00; 7.73;86427.0;33877.0;178760000000.0;70068000000.0;  6; 0;0.0;0.0;0.54213566
S_P34;level2_s3d  void rdwdot7_kernel<double>double const *, double const *, double*, double, double const *;32.0;128.0;32.0;0.0;0.013216;0.014241001;0.0135877;10.0;761.0; 100.00; 100.00; 100.00;0.002659;0.0;0.0;0.0;0.0;7.924528;8.0;0.0;0.0;0.0;0.0;107520.0;2048.0;0.0;5.0;108061.0;2061.0; 0.90; 0.00;188110000000.0;3615200000.0;189800000000.0;3615200000.0; 0.00; 0.88; 0.05; 0.35;191610000000.0;188090000000.0;3615200000.0;190760000000.0;3638200000.0;0.0;9038100.0;0.0;0.0;0.0;0.0;99.11; 100.00;108544.0;512000.0;495616.0;0.0;16384.0;0.0;0.0;0.0;0.0;0.0;97408.0;97666.0;  1;26.76;20.12;41.20; 0.00; 0.00; 8.85; 2.75; 0.14; 0.00;0.0;512000.0;1773568.0;0.0;4096.0;442368.0;385024.0;0.0;86274.0;128.0;128.0;56576.0;14080.0;0.0;0.0;0.0;0.0;106552.0; 0.12; 0.05;2048.0;0.0;0.0;0.0;0.0;0.0; 0;  1;81.36;0.07122;0.157711;0.161076; 3.56;0.14442;  1;  1; 0;  1;  1; 0;  1;  1;  2; 0.00; 0.00; 8.67;106996.0;38556.0;188880000000.0;68063000000.0;  6; 0;0.0;0.0;0.66607374
S_P35;level2_s3d  void rdwdot8_kernel<double>double const *, double const *, double*, double, double const *;32.0;128.0;32.0;0.0;0.011168;0.012097;0.011552201;10.0;625.0; 100.00; 100.00; 100.00;0.004901;0.0;0.0;0.0;0.0;7.906977;8.0;0.0;0.0;0.0;0.0;87040.0;2048.0;0.0;5.0;87396.0;2061.0; 1.11; 0.00;181690000000.0;4322700000.0;183710000000.0;4322700000.0; 0.00; 1.09; 0.06; 8.65;185870000000.0;181670000000.0;4322700000.0;184470000000.0;4350100000.0;0.0;10807000.0;0.0;0.0;0.0;0.0;98.90; 100.00;88064.0;397312.0;380928.0;0.0;16384.0;0.0;0.0;0.0;0.0;0.0;80000.0;80384.0;  1;15.92;22.40;52.45; 0.00; 0.00; 5.04; 3.77; 0.16; 0.00;0.0;397312.0;1441792.0;0.0;4096.0;360448.0;356352.0;0.0;69632.0;128.0;128.0;46336.0;11520.0;0.0;0.0;0.0;0.0;86072.0; 0.22; 0.04;2048.0;0.0;0.0;0.0;0.0;0.0; 0;  1;78.00;0.071048;0.162565;0.160635; 3.48;0.148167;  1;  1; 0;  1;  1; 0;  1;  1;  2; 0.00; 0.00; 7.88;86425.0;34152.0;182420000000.0;72084000000.0;  6; 0;0.0;0.0;0.5662929
S_P36;level2_s3d  void rdwdot9_kernel<double>double const *, double const *, double*, double, double const *;32.0;128.0;32.0;0.0;0.013696999;0.015521;0.0144807;10.0;863.0; 100.00; 100.00; 100.00;0.003557;0.0;0.0;0.0;0.0;7.965812;8.0;0.0;0.0;0.0;0.0;119296.0;1024.0;0.0;5.0;120940.0;1037.0; 0.38; 0.00;196280000000.0;1691600000.0;197070000000.0;1691600000.0; 0.00; 0.38; 0.05; 0.00;197910000000.0;196320000000.0;1691600000.0;199780000000.0;1713100000.0;0.0;8457800.0;0.0;0.0;0.0;0.0;99.60; 100.00;119808.0;491520.0;483328.0;0.0;8192.0;0.0;0.0;0.0;0.0;0.0;110464.0;110848.0;  1;28.48;19.29;37.24; 0.00; 0.00;12.20; 2.46; 0.17; 0.00;0.0;491520.0;1990656.0;0.0;4096.0;483328.0;565248.0;0.0;98816.0;128.0;128.0;61184.0;15360.0;0.0;0.0;0.0;0.0;118840.0; 0.11; 0.04;1024.0;0.0;0.0;0.0;0.0;0.0; 0;  1;82.59;0.071293;0.171297;0.172542; 3.85;0.156486;  1;  1; 0;  1;  1; 0;  1;  1;  2; 0.00; 0.00; 7.80;119215.0;37447.0;196940000000.0;61861000000.0;  6; 0;0.0;0.0;0.7098489
S_P37;level2_s3d  void qssa2_kernel<double>double*, double*, double const *;32.0;128.0;32.0;0.0;0.069634005;0.070979;0.0704535;10.0;1585.0; 100.00; 100.00; 100.00;0.002596;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;199680.0;169984.0;0.0;5.0;204194.0;169997.0; 0.00; 0.00;81609000000.0;69472000000.0;81609000000.0;69472000000.0; 0.00; 0.00; 0.00; 100.00;81609000000.0;81609000000.0;69472000000.0;83454000000.0;69477000000.0;0.0;2092499.9999999998;0.0;0.0;0.0;0.0; 100.00; 100.00;199680.0;835584.0;0.0;77824.0;679936.0;0.0;0.0;0.0;0.0;0.0;202880.0;203409.0;  1; 1.40;11.91;85.00; 0.00; 0.00; 0.98; 0.55; 0.14; 0.00;0.0;757760.0;3633152.0;0.0;4096.0;1478656.0;618496.0;0.0;195728.0;128.0;128.0;270080.0;46464.0;0.0;0.0;0.0;0.0;199680.0; 0.03; 0.01;169984.0;0.0;0.0;0.0;0.0;0.0; 0;  1;92.66;0.071177;0.071748;0.071838; 1.73;0.069366;  1;  1; 0;  1;  1; 0;  1;  1;  1; 0.00; 0.00; 3.42;201010.0;164483.0;82153000000.0;67224000000.0;  4; 0;0.0;0.0;3.4536552
S_P38;level2_s3d  void ratx2_kernel<double>double const *, double*, double*;32.0;128.0;48.0;0.0;0.08173;0.08297899;0.0824733;10.0;1900.0; 100.00; 100.00; 100.00;0.002207;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;217088.0;195584.0;0.0;5.0;222346.0;195597.0; 0.00; 0.00;77347000000.0;69685000000.0;77347000000.0;69685000000.0; 0.00; 0.00; 0.00; 100.00;77347000000.0;77347000000.0;69685000000.0;79221000000.0;69690000000.0;0.0;1824200.0;0.0;0.0;0.0;0.0; 100.00; 100.00;217088.0;1175552.0;0.0;0.0;1175552.0;0.0;0.0;0.0;0.0;0.0;243200.0;243743.0;  1; 0.89;15.78;81.81; 0.00; 0.00; 0.81; 0.51; 0.17; 0.00;0.0;1175552.0;4194304.0;0.0;4096.0;1650688.0;757760.0;0.0;234911.0;128.0;128.0;304384.0;51840.0;0.0;0.0;0.0;0.0;217088.0; 0.02; 0.01;195584.0;0.0;0.0;0.0;0.0;0.0; 0;  1;91.85;0.071141;0.075101;0.07515; 1.81;0.072735;  1;  1; 0;  1;  1; 0;  1;  1;  1; 0.00; 0.00; 4.18;218549.0;190137.0;77868000000.0;67745000000.00001;  4; 0;0.0;0.0;4.0428696
S_P39;level2_s3d  void rdwdot_kernel<double>double const *, double const *, double*, double, double const *;32.0;128.0;32.0;0.0;0.022816999;0.024128001;0.0234567;10.0;1166.0; 100.00; 100.00; 100.00;0.002507;0.0;0.0;0.0;0.0;7.976608;8.0;0.0;0.0;0.0;0.0;174592.0;1024.0;0.0;5.0;176948.0;1037.0; 0.26; 0.00;218190000000.0;1283300000.0;218790000000.0;1283300000.0; 0.00; 0.26; 0.03; 0.00;219440000000.0;218220000000.0;1283300000.0;221750000000.0;1299500000.0;0.0;6416200.0;0.0;0.0;0.0;0.0;99.73; 100.00;175104.0;708608.0;700416.0;0.0;8192.0;0.0;0.0;0.0;0.0;0.0;149248.0;149623.0;  1;49.81;19.10;20.76; 0.00; 0.00; 8.30; 1.78; 0.12; 0.00;0.0;708608.0;2793472.0;0.0;4096.0;704512.0;565248.0;0.0;131447.0;128.0;128.0;88832.0;22272.0;0.0;0.0;0.0;0.0;174136.0; 0.08; 0.04;1024.0;0.0;0.0;0.0;0.0;0.0; 0;  1;84.10;0.071322;0.169626;0.166717; 3.66;0.1492;  1;  1; 0;  1;  1; 0;  1;  1;  2; 0.00; 0.00; 8.64;174812.0;39458.0;219070000000.0;49448000000.0;  6; 0;0.0;0.0;1.1498556
S_P40;level2_s3d  void ratx4_kernel<double>double const *, double*, double*;32.0;128.0;56.0;0.0;0.082787;0.084259;0.08350989;10.0;1932.0; 100.00; 100.00; 100.00;0.001599;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;218112.0;195584.0;0.0;5.0;224030.0;195598.0; 0.00; 0.00;77100000000.0;69137000000.0;77100000000.0;69137000000.0; 0.00; 0.00; 0.00; 100.00;77100000000.0;77100000000.0;69137000000.0;79193000000.0;69142000000.0;0.0;1809900.0;0.0;0.0;0.0;0.0; 100.00; 100.00;218112.0;1310720.0;0.0;0.0;1310720.0;0.0;0.0;0.0;0.0;0.0;247296.0;247687.0;  1; 1.01;17.19;80.34; 0.00; 0.00; 0.79; 0.47; 0.18; 0.00;0.0;1310720.0;4206592.0;0.0;4096.0;1654784.0;737280.0;0.0;239495.0;128.0;128.0;304896.0;51968.0;0.0;0.0;0.0;0.0;218112.0; 0.02; 0.01;195584.0;0.0;0.0;0.0;0.0;0.0; 0;  1;92.70;0.071125;0.075549;0.075805; 1.83;0.073614;  1;  1; 0;  1;  1; 0;  1;  1;  2; 0.00; 0.00; 4.63;220065.0;190194.0;77791000000.0;67232000000.0;  4; 0;0.0;0.0;4.0936837
S_P41;level2_s3d  void ratxb_kernel<double>double const *, double const *, double*, double*, double const *, double;64.0;64.0;76.0;0.0;0.070306;0.082882;0.0766103;10.0;3042.0; 100.00; 100.00;96.65;0.007493;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;67584.0;34816.0;0.0;5.0;77467.0;34829.0; 0.00; 0.00;23784000000.0;12252000000.0;23784000000.0;12252000000.0; 0.00; 0.00; 1.52; 100.00;23784000000.0;23784000000.0;12252000000.0;27262000000.0;12257000000.0;0.0;1801800.0;0.0;0.0;0.0;0.0; 100.00; 100.00;67584.0;10674176.0;1069056.0;4300800.0;1003520.0;0.0;0.0;0.0;0.0;225280.0;389376.0;392198.0;  1; 5.91;75.83;16.48; 0.00; 0.00; 0.35; 1.36; 0.04; 0.00;520192.0;6447104.0;2166784.0;0.0;815104.0;409600.0;1683456.0;0.0;374527.0;25472.0;25472.0;70912.0;15104.0;0.0;0.0;0.0;0.0;67584.0; 0.03; 0.01;34816.0;0.0;0.0;0.0;0.0;0.0; 0;  1;80.87;0.071077;0.136086;0.13675; 3.26;0.131115;  1;  1; 0;  1;  1;  1;  1;  1;  6; 0.00; 0.00;37.55;69994.0;33729.0;24632000000.0;11870000000.0;  1; 0;0.0;0.0;3.7554634
S_P42;level2_s3d  void ratxb_kernel<float>float const *, float const *, float*, float*, float const *, float;216.0;64.0;60.0;0.0;0.071297996;0.072483;0.0720789;10.0;2604.0; 100.00; 100.00;95.93;0.003169;0.0;0.0;0.0;0.0;8.0;4.0;0.0;0.0;0.0;0.0;228096.0;58752.0;0.0;5.0;121170.0;58765.0;50.00; 0.00;46126000000.0;23762000000.0;68489999999.99999;23762000000.0; 0.00;50.00; 0.02; 100.00;46126000000.0;46126000000.0;23762000000.0;49006000000.0;23767000000.0;0.0;2070700.0;0.0;0.0;0.0;0.0;67.35; 100.00;114048.0;10450944.0;1092096.0;4202496.0;953856.0;11363328.0;1022976.0;3732480.0;2875392.0;1230336.0;1124928.0;1128414.0;  1; 6.33;70.03;21.80; 0.00; 0.00; 0.55; 0.80; 0.22; 0.00;12151296.0;6248448.0;5847552.0;2903040.0;1423872.0;1382400.0;4575744.0;0.0;1071819.0;44496.0;44496.0;177120.0;47520.0;0.0;0.0;0.0;0.0;114048.0; 0.02; 0.25;58752.0;0.0;0.0;0.0;0.0;0.0; 0;  1;92.04;0.232005;0.399439;0.400335; 9.51;0.416093;  1;  1; 0;  1;  1;  1;  1;  1; 8; 0.00; 1.45;42.54;119211.0;54744.0;48214000000.0;22141000000.0;  2; 0;0.0;0.0;3.5333323
S_P43;level2_s3d  void ratt2_kernel<double>double const *, double const *, double*, double const *, double;32.0;128.0;44.0;0.0;0.013248;0.013696999;0.0134246;10.0;601.0; 100.00; 100.00; 100.00;0.004992;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;34816.0;25600.0;0.0;5.0;36422.0;25613.0; 0.00; 0.00;71022000000.0;52222000000.0;71022000000.0;52222000000.0; 0.00; 0.00; 2.96; 0.00;71022000000.0;71022000000.0;52222000000.0;74299000000.0;52249000000.0;0.0;10444000.0;0.0;0.0;0.0;0.0; 100.00; 100.00;34816.0;1040384.0;0.0;368640.0;303104.0;0.0;0.0;0.0;0.0;73728.0;76928.0;77312.0;  1; 4.66;44.97;43.71; 0.00; 0.00; 1.24; 5.09; 0.15; 0.00;147456.0;745472.0;962560.0;0.0;151552.0;241664.0;212992.0;0.0;73088.0;4736.0;4736.0;43264.0;7808.0;0.0;0.0;0.0;0.0;34816.0; 0.15; 0.02;25600.0;0.0;0.0;0.0;0.0;0.0; 0;  1;75.01;0.070768;0.157306;0.157943; 3.73;0.151694;  1;  1; 0;  1;  1;  1;  1;  1;  4; 0.00; 0.00;20.09;34183.0;24218.0;69732000000.0;49403000000.0;  3; 0;0.0;0.0;0.6580785
S_P44;level2_s3d  void ratt10_kernel<double>double const *, double*, double;32.0;128.0;28.0;0.0;0.019457001;0.019617;0.019552398;10.0;742.0; 100.00; 100.00;99.46;0.018988;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;1024.0;21504.0;0.0;5.0;3690.0;21517.0; 0.00; 0.00;1487900000.0;31245000000.0;1487900000.0;31245000000.0; 0.00; 0.00;90.00; 0.00;1487900000.0;1487900000.0;31245000000.0;5362100000.0;31264000000.0;0.0;7439200.0;0.0;0.0;0.0;0.0; 100.00; 100.00;1024.0;3063808.0;118784.0;1462272.0;20480.0;0.0;0.0;0.0;0.0;8192.0;94976.0;96782.0;  1; 5.07;86.78; 1.04; 0.00; 0.00; 0.37; 6.52; 0.09; 0.00;98304.0;1601536.0;626688.0;0.0;196608.0;90112.0;409600.0;0.0;90382.0;6144.0;6144.0;22528.0;3328.0;0.0;0.0;0.0;0.0;1024.0; 0.12; 0.01;21504.0;0.0;0.0;0.0;0.0;0.0; 0;  1;72.41;0.073128;0.14687;0.149727; 3.50;0.139966;  1;  1; 0;  1;  1;  1;  1;  1; 7; 0.00; 0.00;42.88;722.0;16055.0;1049600000.0000001;23329000000.0;  1; 0;0.0;0.0;0.95846534
S_P45;level2_s3d  void ratt3_kernel<double>double const *, double const *, double*, double const *, double;32.0;128.0;64.0;0.0;0.013792;0.014369001;0.0140035;10.0;751.0; 100.00; 100.00; 100.00;0.004065;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;43008.0;25600.0;0.0;5.0;45267.0;25613.0; 0.00; 0.00;81420000000.0;48464000000.0;81420000000.0;48464000000.0; 0.00; 0.00; 2.21; 0.00;81420000000.0;81420000000.0;48464000000.0;85698000000.0;48489000000.0;0.0;9692800.0;0.0;0.0;0.0;0.0; 100.00; 100.00;43008.0;1224704.0;0.0;430080.0;364544.0;0.0;0.0;0.0;0.0;86016.0;96128.0;96512.0;  1; 9.63;47.58;34.65; 0.00; 0.00; 3.06; 4.67; 0.24; 0.00;172032.0;892928.0;1236992.0;0.0;176128.0;274432.0;323584.0;0.0;92416.0;5504.0;5504.0;47360.0;8832.0;0.0;0.0;0.0;0.0;43008.0; 0.14; 0.03;25600.0;0.0;0.0;0.0;0.0;0.0; 0;  1;77.87;0.071161;0.177745;0.18008; 4.31;0.173216;  1;  1; 0;  1;  1;  1;  1;  1;  5; 0.00; 0.00;22.14;42532.0;27338.0;80519000000.0;51755000000.0;  3; 0;0.0;0.0;0.68645644
S_P46;level2_s3d  void ratx_kernel<double>double const *, double const *, double*, double*, double const *, double;64.0;64.0;54.0;0.0;0.078915;0.093892;0.08637099;10.0;3523.0; 100.00; 100.00;96.65;0.007311;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;60416.0;24576.0;0.0;5.0;71233.0;24589.0; 0.00; 0.00;18812000000.0;7652200000.0;18812000000.0;7652200000.0; 0.00; 0.00; 1.36; 100.00;18812000000.0;18812000000.0;7652200000.0;22180000000.0;7656200000.0;0.0;1594200.0;0.0;0.0;0.0;0.0; 100.00; 100.00;60416.0;12713984.0;1138688.0;5259264.0;1056768.0;0.0;0.0;0.0;0.0;282624.0;450944.0;454272.0;  1; 3.94;79.57;14.42; 0.00; 0.00; 0.65; 1.36; 0.03; 0.00;651264.0;7544832.0;2375680.0;0.0;1011712.0;339968.0;2023424.0;0.0;432626.0;31616.0;31616.0;57600.0;13440.0;0.0;0.0;0.0;0.0;60416.0; 0.02; 0.01;24576.0;0.0;0.0;0.0;0.0;0.0; 0;  1;79.62;0.071244;0.141465;0.141951; 3.38;0.135631;  1;  1; 0;  1;  1;  1;  1;  1;  6; 0.00; 0.00;39.68;61994.0;27651.0;19303000000.0;8609700000.0;  1; 0;0.0;0.0;4.233936
S_P47;level2_s3d  void ratt4_kernel<double>double const *, double const *, double*, double const *, double;32.0;128.0;56.0;0.0;0.014048001;0.014497;0.014215;10.0;747.0; 100.00; 100.00; 100.00;0.004177;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;45056.0;25600.0;0.0;5.0;47228.0;25613.0; 0.00; 0.00;81746000000.0;46446000000.0;81746000000.0;46446000000.0; 0.00; 0.00; 2.55; 0.00;81746000000.0;81746000000.0;46446000000.0;85688000000.0;46470000000.0;0.0;9289200.0;0.0;0.0;0.0;0.0; 100.00; 100.00;45056.0;1216512.0;0.0;430080.0;356352.0;0.0;0.0;0.0;0.0;86016.0;95616.0;96007.0;  1; 9.17;48.72;36.15; 0.00; 0.00; 1.82; 3.75; 0.23; 0.00;172032.0;876544.0;1277952.0;0.0;176128.0;282624.0;274432.0;0.0;91655.0;5504.0;5504.0;48384.0;9088.0;0.0;0.0;0.0;0.0;45056.0; 0.13; 0.03;25600.0;0.0;0.0;0.0;0.0;0.0; 0;  1;76.86;0.071202;0.173089;0.174245; 4.16;0.167792;  1;  1; 0;  1;  1;  1;  1;  1;  4; 0.00; 0.00;21.04;44507.0;27079.0;80751000000.0;49130000000.0;  3; 0;0.0;0.0;0.6968242
S_P48;level2_s3d  void ratt5_kernel<double>double const *, double const *, double*, double const *, double;32.0;128.0;56.0;0.0;0.016;0.016384;0.0161251;10.0;822.0; 100.00; 100.00; 100.00;0.00365;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;51200.0;25600.0;0.0;5.0;53693.0;25613.0; 0.00; 0.00;84572000000.0;42286000000.0;84572000000.0;42286000000.0; 0.00; 0.00; 2.80; 0.00;84572000000.0;84572000000.0;42286000000.0;88690000000.0;42307000000.0;0.0;8457100.0;0.0;0.0;0.0;0.0; 100.00; 100.00;51200.0;1310720.0;0.0;471040.0;368640.0;0.0;0.0;0.0;0.0;94208.0;105216.0;105607.0;  1; 6.93;44.66;42.09; 0.00; 0.00; 1.72; 4.19; 0.26; 0.00;188416.0;942080.0;1413120.0;0.0;192512.0;307200.0;323584.0;0.0;100356.0;6016.0;6016.0;51456.0;9856.0;0.0;0.0;0.0;0.0;51200.0; 0.12; 0.03;25600.0;0.0;0.0;0.0;0.0;0.0; 0;  1;78.42;0.071047;0.170142;0.170588; 4.05;0.163592;  1;  1; 0;  1;  1;  1;  1;  1;  4; 0.00; 0.00;20.79;50700.0;30802.0;83747000000.0;50879000000.0;  3; 0;0.0;0.0;0.79045796
S_P49;level2_s3d  void ratt6_kernel<double>double const *, double const *, double*, double const *, double;32.0;128.0;44.0;0.0;0.015649;0.016033001;0.0158311;10.0;777.0; 100.00; 100.00; 100.00;0.003931;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;51200.0;25600.0;0.0;5.0;53525.0;25613.0; 0.00; 0.00;84557000000.0;42279000000.0;84557000000.0;42279000000.0; 0.00; 0.00; 2.08; 0.00;84557000000.0;84557000000.0;42279000000.0;88398000000.0;42300000000.0;0.0;8455700.0;0.0;0.0;0.0;0.0; 100.00; 100.00;51200.0;1257472.0;0.0;430080.0;397312.0;0.0;0.0;0.0;0.0;86016.0;99456.0;99847.0;  1; 4.82;44.82;44.48; 0.00; 0.00; 1.33; 4.19; 0.22; 0.00;172032.0;925696.0;1404928.0;0.0;176128.0;307200.0;196608.0;0.0;94343.0;5504.0;5504.0;51456.0;9856.0;0.0;0.0;0.0;0.0;51200.0; 0.12; 0.02;25600.0;0.0;0.0;0.0;0.0;0.0; 0;  1;79.02;0.070938;0.160778;0.161622; 3.82;0.153348;  1;  1; 0;  1;  1;  1;  1;  1;  4; 0.00; 0.00;20.09;50715.0;30525.0;83757000000.0;50413000000.0;  3; 0;0.0;0.0;0.776046
